repo_name,cursor_commits,cursor_adoptor_percentage,cursor_adoption_time
tact-lang/tact-template,1,5.319148936170213,2025-01-16T08:05:12
The-Pocket-World/PocketManus,2,5.2356020942408374,2025-03-09T14:55:14
getsentry/sentry,11,5.154264172573054,2025-02-06T15:48:25
sakaiproject/sakai,1,4.727292700342372,2025-03-09T11:27:42
dotCMS/core,11,4.69865332254029,2025-02-20T14:52:42
sadmann7/shadcn-table,2,4.634581105169341,2025-03-07T23:39:39
jpedroschmitz/typescript-nextjs-starter,2,4.304160688665711,2025-03-12T08:13:06
ephemeraHQ/converse-app,20,4.093695271453591,2025-01-06T15:09:24
gruntwork-io/docs,1,3.85470719051149,2025-03-03T18:01:31
ThatGuySam/doesitarm,4,3.067484662576687,2024-12-27T15:58:41
assafelovic/gpt-researcher,4,3.0525928650239056,2025-01-08T21:23:59
Panfactum/stack,2,2.83363802559415,2025-03-26T15:34:55
reactos/reactos,2,2.823532093882157,2025-03-08T08:35:40
ozma-io/ozma,2,2.4057909303810945,2025-02-17T05:42:34
LearningCircuit/local-deep-research,2,2.2535211267605635,2025-03-17T12:44:20
coder/coder,2,1.884191176470588,2025-03-28T15:33:13
Automattic/wp-calypso,7,1.7390184207136414,2025-02-07T11:17:28
leemonade/leemons,2,1.4446227929373996,2024-11-18T11:35:22
ahrefs/ocannl,1,1.4106583072100314,2025-03-20T18:39:04
ethyca/fides,2,0.924321201617562,2025-03-14T12:49:19
Schroedinger-Hat/schroedinger-hat-website,1,0.7978723404255319,2025-01-10T10:07:07
chapzin/parse-efd-fiscal,1,0.7518796992481203,2025-03-20T23:10:52
ResearchHub/researchhub-backend,5,0.624113475177305,2025-03-11T23:34:20
Urigo/accounter-fullstack,3,0.5586592178770949,2025-02-16T06:40:06
dotnet9/CodeWF,1,0.5494505494505495,2025-03-10T03:39:16
DataDog/integrations-core,6,0.4469987228607918,2025-03-18T12:47:03
sopt-makers/makers-design-system,1,0.437636761487965,2025-03-23T07:04:39
hooshyar/flutter_gen_ai_chat_ui,0,0.0,
Th3Un1q3/flipp_pomodoro,0,0.0,
jeffreybaird/ordered_collections,0,0.0,
PostHog/posthog-mcp,0,0.0,
Provenance-Emu/Provenance,0,0.0,
meshery/meshery,0,0.0,
hopsoft/local_bus,0,0.0,
bmadcode/aiadd-demo-cursor-0.3x-deprecated,0,0.0,
salvo-rs/salvo-cli,0,0.0,
loning/universe,0,0.0,
meditohq/medito-app,0,0.0,
petabridge/Incrementalist,0,0.0,
mikopbx/Core,0,0.0,
rknell/dart_queue,0,0.0,
PiotrCzapla/smart_dictation,0,0.0,
IQAIcom/brain,0,0.0,
W1ndys/W1ndysBot,0,0.0,
united-manufacturing-hub/benthos-umh,0,0.0,
cool-team-official/cool-admin-vue,0,0.0,
cool-team-official/cool-admin-midway,0,0.0,
notional-finance/notional-monorepo,0,0.0,
elsbrock/hetzner-radar,0,0.0,
lukstafi/ppx_minidebug,0,0.0,
Ody-Z/Trading_Game_Simulator,0,0.0,
ilanbenb/wa_llm,0,0.0,
mathrunet/flutter_masamune,0,0.0,
zhoushoujianwork/arduino_esp32_motobox,0,0.0,
malakhov-dmitrii/noizer-one_v2,0,0.0,
mayneyao/eidos,0,0.0,
Zenobia000/iSpan_LLM-NLP-cookbooks,0,0.0,
flyerhq/flutter_chat_ui,0,0.0,
Bhartendu-Kumar/rules_template,0,0.0,
ballerine-io/ballerine,0,0.0,
elevenlabs/elevenlabs-docs,0,0.0,
Comfy-Org/ComfyUI_frontend,0,0.0,
TallerWebSolutions/flow_climate,0,0.0,
daangn/seed-design,0,0.0,
Mawla/cursor_rules,0,0.0,
farfarawaylabs/bernstein_ai_framework,0,0.0,
elixir-dx/dx,0,0.0,
DargonLee/easy_pasta,0,0.0,
Schroedinger-Hat/osday,0,0.0,
haydenbleasel/next-forge,0,0.0,
openshiporg/openfront,0,0.0,
yctimlin/mcp_excalidraw,0,0.0,
Dror-Bengal/CursorFocus,0,0.0,
masa-finance/agent-arena-subnet,0,0.0,
terryso/BDD_WITH_CURSOR,0,0.0,
thmsmlr/livebook_tools,0,0.0,
ShunsukeHayashi/Auto-coder-agent_Cursor_Roo_code,0,0.0,
ignacio-chiazzo/ruby_whatsapp_sdk,0,0.0,
amarillonmc/phpdts,0,0.0,
agentjido/jido_workbench,0,0.0,
srikanth235/openastra,0,0.0,
agentjido/jido_ai,0,0.0,
grapeot/web_agentic_ai,0,0.0,
dalenguyen/dalenguyen.github.io,0,0.0,
DA0-DA0/dao-dao-ui,0,0.0,
bmadcode/cursor-custom-agents-rules-generator,0,0.0,
mamertofabian/arch-spec,0,0.0,
chi8708/CNet_Admin,0,0.0,
jsnanigans/blac,0,0.0,
hackclub/print-legion,0,0.0,
ohcnetwork/care_fe,0,0.0,
stampchain-io/btc_stamps,0,0.0,
mattppal/cursor-prompts,0,0.0,
W1ndys/Easy-QFNU,0,0.0,
novuhq/novu,0,0.0,
raphaelmansuy/iteration_of_tought,0,0.0,
bmadcode/cursor-auto-rules-agile-workflow,0,0.0,
